XMEAS(1),XMEAS(2),XMEAS(3),XMEAS(4),XMEAS(5),XMEAS(6),XMEAS(7),XMEAS(8),XMEAS(9),XMEAS(10),XMEAS(11),XMEAS(12),XMEAS(13),XMEAS(14),XMEAS(15),XMEAS(16),XMEAS(17),XMEAS(18),XMEAS(19),XMEAS(20),XMEAS(21),XMEAS(22),XMEAS(23),XMEAS(24),XMEAS(25),XMEAS(26),XMEAS(27),XMEAS(28),XMEAS(29),XMEAS(30),XMEAS(31),XMEAS(32),XMEAS(33),XMEAS(34),XMEAS(35),XMEAS(36),XMEAS(37),XMEAS(38),XMEAS(39),XMEAS(40),XMEAS(41),XMV(1),XMV(2),XMV(3),XMV(4),XMV(5),XMV(6),XMV(7),XMV(8),XMV(9),XMV(10),XMV(11),label
0.78443,3687.7,4501.7,8.5788,26.786,42.479,2697.0,74.282,120.4,0.32429,80.241,50.096,2625.4,25.124,50.534,3095.1,22.875,67.288,255.18,339.6,94.658,77.234,32.134,8.857,26.224,6.7497,18.913,1.6865,32.805,13.86,23.513,1.4565,18.412,2.345,4.82,2.2851,0.023383,0.87722,0.11406,53.783,44.149,63.576,53.55,77.142,57.923,21.752,38.971,38.383,47.77,55.835,41.545,18.347,0
0.76068,3652.1,4420.1,9.1727,26.887,42.803,2707.1,73.229,120.39,0.33485,80.198,48.84,2636.6,24.068,47.539,3098.3,22.219,70.392,338.15,348.27,94.487,77.525,32.962,8.6837,25.871,6.8475,18.691,1.703,34.13,13.901,23.29,1.1229,18.644,2.3036,4.9407,2.38,0.014516,0.8085,0.085153,53.59,43.948,62.464,52.727,74.504,59.653,23.57,39.185,34.687,40.839,79.809,42.386,19.732,0
0.78844,3660.1,4539.0,8.8096,26.601,42.632,2708.6,75.505,120.39,0.31404,80.119,48.921,2636.8,27.779,50.18,3106.1,22.157,66.772,242.76,340.36,94.878,77.401,32.266,9.086,26.211,6.9165,18.558,1.7147,32.907,13.921,24.312,1.281,18.338,2.2883,4.8113,2.2484,0.020338,0.86582,0.085109,53.787,44.332,62.676,54.162,77.478,53.893,22.088,36.758,34.926,46.95,51.562,40.503,20.019,0
0.99931,3583.5,4281.8,8.4395,26.409,42.14,2653.6,74.29,120.41,0.33584,80.751,49.825,2579.6,24.553,49.82,3061.8,25.094,72.666,385.79,328.6,95.185,76.978,31.31,9.1701,25.001,6.9859,19.941,1.7328,31.137,14.411,23.042,1.4794,20.487,2.3057,4.9186,2.296,0.017635,0.92651,0.085771,53.533,43.879,61.823,50.837,98.434,56.35,18.327,41.283,37.585,46.117,100.09,40.315,13.971,0
0.77041,3603.5,4540.9,8.566,27.127,42.402,2704.2,75.871,120.38,0.30855,80.14,51.938,2633.2,25.954,48.106,3102.6,23.185,66.626,237.19,338.8,94.838,77.355,31.777,8.9808,26.755,6.8186,18.88,1.7176,32.193,13.892,23.64,1.3313,18.927,2.3109,4.7895,2.2587,0.033361,0.86131,0.080633,53.718,44.682,61.77,54.062,75.703,58.827,21.981,36.941,43.805,42.151,50.432,39.91,17.6,0
0.83785,3639.9,4486.3,8.8202,27.08,42.367,2704.3,75.045,120.41,0.33585,80.278,48.958,2633.7,24.513,49.032,3100.0,23.042,68.29,281.22,342.79,94.534,77.469,32.565,8.9681,26.292,6.8188,18.784,1.6811,32.873,13.751,23.775,1.2103,18.67,2.364,4.9638,2.3156,0.019003,0.86173,0.094209,53.682,43.534,62.432,53.253,82.642,59.36,22.594,39.329,35.033,44.294,62.798,41.38,17.862,0
0.74693,3699.7,4487.0,8.8293,26.844,42.491,2708.0,74.55,120.42,0.32386,80.222,49.459,2637.6,27.673,49.506,3104.3,23.334,68.146,276.33,342.28,94.583,77.297,32.407,8.9258,26.056,6.9605,18.722,1.7205,33.053,13.834,23.822,1.2649,18.531,2.3275,4.8557,2.3229,-0.0040402,0.81979,0.10607,53.363,43.423,62.68,53.416,73.749,59.196,22.619,38.063,36.509,45.391,61.559,40.872,17.106,0
0.75078,3692.9,4540.2,8.8428,26.944,42.252,2711.8,75.249,120.4,0.32705,80.151,50.569,2640.6,25.866,48.503,3108.5,22.198,67.942,268.95,341.25,94.575,77.382,31.501,9.0523,26.28,6.8939,18.692,1.7067,32.892,13.758,23.673,1.2157,18.321,2.336,4.8726,2.3993,0.0079371,0.8291,0.074394,53.076,44.326,63.99,53.997,73.754,58.547,22.284,38.621,39.774,43.069,59.326,41.056,19.803,0
0.23077,3676.0,4519.7,9.3501,27.086,42.394,2724.2,75.291,120.4,0.33834,79.974,48.65,2650.6,24.41,50.655,3129.4,23.549,65.734,227.28,335.05,94.891,77.066,31.734,8.8122,27.303,6.8046,18.647,1.692,32.416,13.633,24.436,1.174,18.083,2.2876,4.9023,2.2829,0.0098322,0.84457,0.089847,52.926,43.636,63.046,54.216,22.658,60.512,21.032,41.264,34.126,48.049,47.238,40.63,16.648,0
0.77669,3668.0,4492.6,8.7462,26.823,42.115,2698.8,74.812,120.41,0.30914,80.305,49.968,2627.8,25.199,51.698,3097.6,23.021,67.591,257.46,339.23,94.804,77.198,32.034,8.722,26.318,6.897,18.862,1.6918,32.656,13.848,23.844,1.36,18.539,2.3316,4.8896,2.2482,0.0045729,0.84786,0.1166,53.67,43.513,62.591,53.523,76.43,56.739,21.609,36.501,38.005,50.463,56.369,40.864,17.916,0
0.755,3674.3,4501.3,8.7334,27.342,42.257,2716.9,75.425,120.4,0.32229,79.59,49.621,2645.7,23.598,49.527,3110.9,21.921,66.928,253.9,342.7,94.578,77.334,31.732,8.7039,26.607,6.7685,18.374,1.6742,33.223,13.665,24.563,1.1384,17.962,2.3255,4.7413,2.3152,0.010668,0.80131,0.08752,53.414,44.448,63.07,55.352,74.382,57.298,23.247,37.43,36.985,45.439,53.189,41.233,20.565,0
0.88357,3647.9,4398.4,8.4942,26.727,41.822,2661.2,74.994,120.38,0.36137,80.764,49.367,2587.1,26.608,48.677,3068.6,23.425,68.729,282.35,329.64,95.046,76.699,31.474,8.9797,25.917,7.0083,19.999,1.7297,31.316,14.111,23.086,1.4224,19.884,2.3132,4.9446,2.3907,0.030935,0.92148,0.10615,54.284,43.337,61.813,52.695,86.668,56.236,18.935,44.103,36.236,43.472,63.825,39.395,17.313,0
0.34829,3618.4,4547.9,9.3219,27.125,42.401,2744.5,75.068,120.41,0.31687,80.461,49.692,2672.0,26.33,48.795,3152.5,23.161,65.712,227.85,331.73,94.818,77.702,30.631,8.7222,28.352,7.1357,18.233,1.6771,31.149,13.699,25.719,1.4201,18.552,2.2392,4.7914,2.3253,0.0098322,0.84457,0.089847,52.926,43.636,62.729,54.156,34.185,61.872,20.773,37.654,37.195,43.744,46.915,40.372,17.467,0
0.77608,3679.2,4484.7,8.6942,27.07,42.447,2703.7,75.246,120.38,0.32008,79.848,50.027,2631.8,26.536,50.878,3102.8,22.886,67.013,247.38,338.61,94.704,76.899,31.563,8.9067,26.488,6.9314,18.673,1.67,32.737,13.838,23.911,1.1196,18.378,2.3201,4.9269,2.2833,0.0086243,0.85838,0.091004,54.05,43.3,62.423,54.065,76.426,58.678,21.829,38.498,38.178,48.565,53.206,39.981,18.321,0
0.7698,3704.0,4460.2,8.8102,27.216,42.25,2708.0,74.284,120.39,0.32289,80.188,49.351,2638.0,24.729,50.811,3102.1,24.361,68.282,278.01,345.0,94.483,77.246,32.124,8.9873,26.624,6.914,18.752,1.7362,33.406,13.924,23.638,1.1493,18.67,2.3347,4.9211,2.2656,0.007821,0.84199,0.11312,53.796,44.174,62.27,53.08,76.114,57.777,23.193,38.481,36.19,48.41,61.679,41.805,14.673,0
0.7907,3638.8,4465.7,8.7768,26.975,42.087,2704.7,74.447,120.4,0.31719,80.518,50.822,2633.9,25.416,49.638,3101.2,22.415,68.084,266.67,341.48,94.502,77.389,32.03,9.0466,25.989,6.835,18.354,1.7049,33.121,13.794,24.034,1.218,18.226,2.3256,4.8458,2.3354,0.0092946,0.82429,0.09985,53.533,43.453,63.155,52.705,77.155,57.899,22.715,37.844,40.519,45.696,59.701,40.645,19.266,0
0.80095,3627.4,4444.3,8.726,27.055,42.147,2698.4,74.358,120.4,0.33346,80.092,49.918,2627.1,25.896,50.399,3094.9,23.844,67.872,269.06,340.7,94.879,77.331,32.32,9.0028,25.719,6.8938,18.629,1.735,32.881,13.834,24.185,1.0935,18.838,2.3487,4.9155,2.3115,0.026676,0.83514,0.11353,53.561,42.376,62.809,52.898,78.88,59.992,22.034,39.33,37.859,47.458,58.513,40.722,15.962,0
0.81039,3623.1,4447.9,8.7654,26.836,42.307,2701.4,74.561,120.4,0.3277,80.294,52.737,2629.4,24.977,48.068,3096.9,22.954,68.041,274.54,341.82,94.719,77.651,32.254,8.9809,26.079,6.8693,18.582,1.734,33.287,13.907,23.906,1.2407,18.75,2.3296,4.8534,2.3774,0.019003,0.86173,0.094209,53.682,43.534,62.592,53.573,79.888,58.165,22.036,38.526,46.155,42.064,61.081,40.493,18.09,0
0.77853,3630.2,4571.2,8.6072,27.013,42.217,2741.5,76.195,120.39,0.31019,79.465,49.048,2671.1,25.973,49.238,3135.6,21.952,68.746,297.38,340.78,94.86,76.915,31.581,8.811,27.561,6.9792,18.125,1.6849,32.515,13.776,25.805,1.1378,17.586,2.2503,4.668,2.0983,0.029831,0.74357,0.094399,52.97,43.487,63.621,54.561,76.683,56.616,23.587,37.554,35.3,44.77,66.254,40.565,20.577,0
0.7941,3647.2,4447.3,8.7073,27.086,42.591,2701.3,74.608,120.43,0.3069,80.573,49.969,2630.0,25.89,49.463,3100.2,22.93,67.99,268.53,340.33,94.519,77.65,32.4,9.0225,26.001,6.8531,18.545,1.7525,33.051,13.865,23.534,1.2842,19.335,2.3671,4.8912,2.2613,0.034598,0.84192,0.084964,52.975,43.375,63.196,53.202,78.27,57.277,22.045,37.151,38.008,45.292,59.157,42.155,18.118,0
0.78225,3673.9,4515.3,8.7937,26.499,42.392,2704.0,74.39,120.38,0.31421,80.166,50.042,2632.8,25.546,49.96,3099.5,22.328,67.906,270.21,341.74,94.511,77.543,32.551,8.987,26.322,7.1154,18.351,1.7057,32.656,13.888,24.124,1.292,18.238,2.3554,4.9512,2.2235,0.016194,0.82457,0.07886,53.865,43.469,63.109,54.202,76.849,57.404,22.298,37.933,38.223,46.441,59.1,40.469,19.5,0
0.72827,3694.3,4524.3,8.8909,26.925,42.776,2721.3,74.053,120.42,0.30286,79.839,50.414,2650.5,24.659,50.654,3116.7,23.174,67.819,269.67,344.91,94.433,77.233,33.101,8.6831,26.943,6.8028,18.368,1.7122,33.364,13.803,24.102,1.3654,18.432,2.3033,4.8402,2.2626,0.023904,0.80471,0.11201,53.792,43.422,62.985,53.788,71.975,59.046,23.224,35.707,39.318,48.047,59.648,41.528,17.425,0
0.76044,3690.4,4546.1,8.7118,27.048,42.472,2712.3,75.594,120.43,0.29418,79.923,50.662,2641.2,26.297,48.965,3110.6,23.434,67.131,246.68,340.85,94.521,76.93,32.122,8.853,26.993,7.1678,18.791,1.7166,32.933,13.693,24.643,1.2057,18.054,2.3543,4.7562,2.2682,0.027559,0.83722,0.10109,53.985,43.823,63.669,54.281,75.141,57.348,22.297,35.281,40.047,44.139,53.189,41.673,16.952,0
0.85431,3642.0,4335.7,8.8942,27.041,42.532,2671.9,72.107,120.41,0.34927,81.049,49.508,2600.1,26.581,50.975,3070.7,22.26,72.658,385.65,341.6,94.417,77.757,32.755,9.3266,24.979,6.9802,18.85,1.7132,34.159,14.136,21.835,1.3515,19.804,2.3795,4.964,2.4151,0.024962,0.84167,0.092364,53.832,44.605,62.55,51.432,83.791,59.991,21.381,41.864,36.651,48.79,99.938,41.367,20.176,0
0.81991,3604.2,4604.4,8.4006,27.064,42.124,2715.0,75.812,120.38,0.32172,79.686,50.636,2642.9,24.575,50.868,3113.5,23.421,67.979,275.02,335.94,95.174,76.711,31.437,8.9609,27.13,6.8803,18.963,1.6478,31.919,13.73,25.589,1.5327,18.376,2.2672,4.7707,2.256,0.017836,0.81698,0.11457,53.414,42.323,62.676,54.355,80.87,54.857,21.628,38.09,39.971,48.542,59.743,39.777,17.247,0
0.78821,3596.2,4543.0,8.9563,26.666,42.08,2720.3,74.852,120.41,0.30206,80.162,50.207,2650.3,23.998,50.947,3109.4,23.329,69.029,303.7,348.31,94.439,77.53,32.497,9.045,26.268,6.8284,18.545,1.6992,33.781,13.762,23.446,1.1486,17.909,2.3468,4.8594,2.3268,0.019377,0.80361,0.10428,53.382,44.066,62.187,53.569,77.107,59.617,24.143,34.88,38.71,48.726,69.086,42.046,17.111,0
0.75611,3638.7,4488.1,8.8284,26.67,42.508,2702.7,75.986,120.4,0.32877,80.198,50.068,2632.3,24.851,49.829,3095.8,22.377,68.114,277.63,343.95,94.688,77.483,32.554,9.0908,26.194,6.9262,18.401,1.7064,33.19,13.922,23.583,1.3094,18.911,2.3167,4.8292,2.2932,0.010709,0.84073,0.091574,53.873,44.004,62.9,53.36,74.695,58.005,22.8,38.777,38.299,46.139,61.236,41.813,19.426,0
0.73117,3650.8,4504.5,8.7822,26.646,42.534,2721.9,75.613,120.4,0.28551,79.583,49.336,2651.1,23.361,48.885,3114.8,23.252,67.163,256.45,343.76,94.498,76.766,32.296,8.7828,26.972,6.7798,18.42,1.6798,33.207,13.677,24.667,1.1435,18.3,2.3314,4.8316,2.277,0.010668,0.80131,0.08752,53.414,44.448,63.852,54.199,71.903,57.294,23.118,33.297,36.145,43.954,54.53,41.563,17.399,0
0.73003,3587.8,4528.1,8.8473,27.021,42.337,2705.2,74.99,120.41,0.32881,80.322,50.634,2633.7,26.194,49.883,3100.0,22.359,67.938,267.86,341.92,94.71,77.441,31.905,8.7645,26.759,6.8905,18.867,1.7432,33.513,13.737,23.726,1.3714,18.122,2.373,4.857,2.2334,0.016194,0.82457,0.07886,53.865,43.469,62.044,54.127,71.853,57.909,22.508,38.694,39.965,46.262,59.06,40.764,19.421,0
0.64716,3675.2,4532.7,9.3649,26.912,42.509,2738.6,72.676,120.4,0.3678,79.444,49.134,2670.6,24.446,47.742,3123.5,22.634,72.072,391.59,356.27,93.868,77.666,33.493,9.0886,26.473,6.6915,17.723,1.6798,34.873,13.581,23.947,1.0258,17.725,2.3033,4.7137,2.2807,0.015359,0.67983,0.099586,53.25,45.177,64.34,55.015,63.185,60.983,25.873,41.56,35.553,41.308,98.87,42.847,18.812,0
0.9732,3618.1,4249.4,8.6917,27.008,42.333,2654.6,73.774,120.44,0.36275,81.072,49.251,2580.8,24.974,49.201,3060.7,23.466,72.799,386.41,332.22,95.055,77.437,32.533,9.1774,24.901,7.106,19.623,1.7234,31.668,14.27,22.0,1.3749,20.546,2.3982,5.0384,2.461,0.022269,0.90439,0.097399,53.676,44.278,61.798,51.667,95.793,55.982,19.234,43.964,35.897,44.685,99.703,41.185,17.657,0
0.78085,3625.4,4541.2,8.8684,27.056,42.109,2697.7,73.87,120.39,0.32596,80.136,50.374,2626.4,26.132,51.621,3095.7,22.976,67.803,269.94,340.33,94.702,77.304,32.099,8.9442,26.139,6.9224,19.137,1.7085,32.663,13.792,23.905,1.3759,18.499,2.336,4.8602,2.2467,0.018225,0.83885,0.10236,53.313,44.169,62.613,53.626,76.672,58.569,21.992,38.224,39.2,50.286,59.301,40.483,18.057,0
0.47657,3665.2,4508.0,9.406,26.731,42.432,2780.3,76.258,120.43,0.29649,79.401,50.473,2707.3,25.795,49.504,3194.1,23.429,65.265,229.97,330.05,94.989,77.115,29.506,8.8395,28.921,6.77,18.897,1.6283,29.636,13.725,27.939,1.2158,18.697,2.2366,4.6979,2.2369,0.019333,0.82788,0.11295,53.996,45.045,62.295,54.678,46.835,58.206,20.457,35.781,39.492,45.386,47.39,40.089,16.946,0
0.58846,3739.7,4537.7,9.1616,26.508,42.802,2758.3,73.807,120.41,0.34907,78.605,49.633,2689.6,26.079,50.987,3140.2,22.915,71.637,385.87,357.01,93.913,77.253,33.814,8.7023,26.432,6.8838,17.226,1.6795,35.067,13.722,24.435,1.0726,16.447,2.2781,4.6795,2.2698,0.017007,0.66146,0.092088,52.79,45.129,64.786,54.799,57.745,61.223,26.238,39.314,37.02,48.818,94.953,42.75,18.06,0
0.65521,3685.5,4572.9,8.8054,26.954,42.265,2724.6,75.005,120.4,0.31561,79.69,49.239,2654.3,23.185,48.47,3115.5,23.196,68.058,277.34,346.77,94.467,77.365,32.47,8.9283,25.998,6.8546,18.16,1.6667,33.556,13.668,24.367,1.05,17.674,2.2967,4.7935,2.3077,0.016549,0.78572,0.085498,53.389,44.03,63.134,54.515,64.459,57.935,23.855,36.857,35.862,42.994,61.039,40.948,17.418,0
0.75642,3647.3,4548.8,8.7879,27.18,42.292,2692.7,75.299,120.43,0.30713,80.721,51.355,2622.1,25.839,50.424,3091.3,23.685,67.738,261.61,339.44,94.63,77.804,32.528,8.9497,25.73,6.6821,19.009,1.6941,33.096,13.952,23.508,1.2059,19.265,2.3321,4.7343,2.375,0.019432,0.84785,0.099268,53.534,43.477,63.8,53.112,74.121,58.866,21.879,37.264,42.087,47.516,57.672,41.738,16.331,0
0.73004,3665.5,4509.7,8.8705,26.942,42.082,2704.3,75.652,120.41,0.33049,79.982,51.148,2633.4,25.446,49.008,3100.3,22.446,67.872,269.25,341.54,94.579,76.974,32.314,8.8371,26.537,6.8039,18.68,1.7303,33.229,13.798,23.618,1.3037,18.696,2.3431,4.9761,2.4079,0.011397,0.80411,0.11105,53.115,43.684,63.14,54.227,72.141,58.272,22.494,39.319,41.479,44.238,58.624,41.046,19.238,0
0.77989,3694.6,4421.9,8.8142,26.88,42.363,2695.7,75.336,120.41,0.3201,80.568,50.654,2622.9,24.886,47.837,3096.5,23.591,67.722,258.23,337.93,94.615,76.98,32.026,9.026,26.3,6.7746,19.328,1.7003,32.442,13.886,23.615,1.3056,19.559,2.337,4.8895,2.3248,0.029817,0.86679,0.10734,54.038,44.638,62.767,53.576,76.449,58.647,21.119,38.785,40.025,41.529,56.963,41.368,16.555,0
0.76502,3665.4,4488.9,8.7701,26.97,42.378,2707.1,75.248,120.4,0.32037,80.07,48.778,2636.5,25.654,50.07,3102.3,23.433,67.968,272.81,342.73,94.588,77.397,32.153,8.8783,26.88,6.8775,18.634,1.688,33.039,14.012,23.405,1.2741,18.696,2.2998,4.8279,2.2622,0.01252,0.83695,0.10681,53.635,43.713,62.841,53.34,74.874,57.307,22.691,38.406,34.503,46.695,59.799,41.697,16.895,0
0.75639,3645.0,4491.3,8.858,26.868,42.226,2702.0,74.9,120.4,0.32394,80.407,49.037,2630.6,24.584,51.652,3098.1,22.23,67.849,268.92,341.41,94.645,77.765,32.488,9.0279,26.351,6.7884,19.156,1.6861,32.523,13.951,23.869,1.1591,18.561,2.3604,4.8658,2.3085,0.013361,0.85739,0.10586,53.701,44.044,63.08,53.837,74.442,54.763,22.255,38.072,35.267,50.357,58.351,40.863,19.754,0
